PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-O2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DO2 - INF),LOG(DO2 - 1 bar)
32.95003,33.11881,1.005122302,2089.23,0.81184,2.05732242,4.30E+00,58.33333333,27.08333333,8.333333333,2.083333333,0,0,4.166666667,-2.7013,-2.69043
32.40184,32.56585,1.00506175,2029.78,0.80846,1.979162077,4.52E+00,57.14285714,28.57142857,8.163265306,0,0,0,6.12244898,-2.6446,-2.91138
11.71726,11.98888,1.023181187,1236.12,0.54392,0.546941854,1.05E+01,46.66666667,26.66666667,6.666666667,20,0,0,0,-3.59757,-3.70404
20.04052,20.29809,1.012852461,1486.59,0.67766,0.986355843,5.98E+00,50,30,5,15,0,0,0,-2.85423,-2.95636
14.52619,19.29905,1.328569294,7019.14,0.88714,4.12865214,4.44E+00,60.97560976,36.58536585,2.43902439,0,0,0,0,-3.05254,-3.10466
25.34985,25.57033,1.008697487,2274.68,0.77226,1.737618015,5.77E+00,58.46153846,35.38461538,6.153846154,0,0,0,0,-2.75538,-2.80513
25.92552,26.11232,1.007205256,2239.07,0.7785,1.770722687,5.61E+00,57.14285714,33.33333333,9.523809524,0,0,0,0,-2.80409,-2.96749
25.51031,25.70711,1.007714528,2258.65,0.78142,1.78053132,5.56E+00,55.73770492,31.14754098,13.1147541,0,0,0,0,-2.71053,-2.86561
25.4905,25.94504,1.017831741,2551.39,0.76202,1.597013956,7.28E+00,53.84615385,35.8974359,5.128205128,5.128205128,0,0,0,-3.09777,-3.14562
15.05146,15.4246,1.024790951,1646.71,0.66746,0.927468325,7.02E+00,59.09090909,31.81818182,4.545454545,0,0,0,4.545454545,-3.10521,-3.26154
15.01736,15.36915,1.023425555,1562.22,0.65918,0.884522797,6.91E+00,57.14285714,28.57142857,9.523809524,0,0,0,4.761904762,-3.07611,-3.23786
18.37018,18.72336,1.019225723,2204.96,0.73388,1.401901473,5.39E+00,58.62068966,37.93103448,3.448275862,0,0,0,0,-3.01743,-3.20962
23.68767,24.06511,1.015934028,2789.22,0.75616,1.664758617,6.21E+00,41.73913043,46.95652174,6.086956522,5.217391304,0,0,0,-2.90792,-2.95396
9.2616,10.07568,1.087898419,5010.02,0.76166,1.731466516,8.97E+00,41.73913043,46.95652174,6.086956522,5.217391304,0,0,0,-3.47277,-3.47872
9.93799,10.66915,1.073572221,2051.84,0.65412,1.002905439,7.91E+00,58.82352941,38.23529412,2.941176471,0,0,0,0,-3.7995,-3.82737
16.60136,16.94778,1.020866965,940.865,0.58824,0.699364052,5.53E+00,45.83333333,37.5,8.333333333,4.166666667,0,0,4.166666667,-2.65932,-2.93978
10.53452,10.96455,1.040821034,662.29,0.44076,0.365436275,9.08E+00,42.10526316,36.84210526,10.52631579,5.263157895,0,0,5.263157895,-2.79981,-3.01823
10.05363,10.4747,1.041882385,686.169,0.49902,0.43607669,7.65E+00,46.66666667,26.66666667,13.33333333,6.666666667,0,0,6.666666667,-3.02902,-3.17276
18.78959,19.10488,1.016780036,1850.34,0.70242,1.170033081,6.23E+00,56.66666667,36.66666667,3.333333333,3.333333333,0,0,0,-2.88641,-2.86029
21.8622,22.11563,1.011592154,1896.35,0.72456,1.285649647,5.37E+00,53.46534653,34.65346535,5.940594059,5.940594059,0,0,0,-2.84376,-2.98202
17.35259,17.70659,1.020400413,2061.21,0.72102,1.235655822,6.98E+00,53.57142857,32.14285714,10.71428571,3.571428571,0,0,0,-2.9732,-3.0552
18.02492,18.38126,1.019769297,2262.02,0.72936,1.384037345,6.18E+00,55.17241379,34.48275862,6.896551724,3.448275862,0,0,0,-2.95847,-3.09208
16.19597,16.42758,1.014300471,1997.73,0.6996,1.184155071,6.62E+00,51.02040816,40.81632653,6.12244898,2.040816327,0,0,0,-3.32108,-3.42088
15.6356,15.70328,1.004328583,3110.47,0.76006,1.717843824,6.43E+00,58.7628866,37.11340206,4.12371134,0,0,0,0,-3.0428,-3.18674
17.06286,17.13055,1.003967096,2993.76,0.76318,1.73163886,6.52E+00,60.3960396,35.64356436,3.96039604,0,0,0,0,-3.03646,-3.14211
23.18421,23.50187,1.013701567,2876.2,0.76222,1.745216921,6.14E+00,43.18181818,47.72727273,4.545454545,4.545454545,0,0,0,-3.21045,-3.30812
8.36252,9.4754,1.133079502,1363.44,0.5964,0.796727592,7.19E+00,42.1686747,48.19277108,4.819277108,4.819277108,0,0,0,-3.43357,-3.54447
11.28233,11.40145,1.010558103,1502.45,0.61238,0.772676344,6.99E+00,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,-3.03266,-3.1703
7.86428,8.63857,1.098456566,1088.61,0.52652,0.527492697,9.55E+00,60,30,10,0,0,0,0,-3.53074,-3.63883
26.85643,27.08883,1.008653421,2076.81,0.74558,1.529432519,5.87E+00,55.55555556,37.03703704,3.703703704,3.703703704,0,0,0,-2.77411,-2.90825
10.56277,11.11167,1.051965536,2641.34,0.73744,1.461333439,1.16E+01,55.55555556,37.03703704,3.703703704,3.703703704,0,0,0,-3.91762,-3.86241
10.58604,10.99,1.03815969,1258.56,0.57534,0.647400171,7.99E+00,55,35,5,5,0,0,0,-3.11728,-3.28221
6.9364,7.49061,1.079898795,2981.47,0.71296,1.388878608,1.02E+01,56.16438356,38.35616438,5.479452055,0,0,0,0,-3.70855,-3.75848
8.34107,9.85367,1.181343641,3119.05,0.73372,1.451608755,1.18E+01,54.63917526,37.11340206,8.24742268,0,0,0,0,-3.89023,-3.89463
16.38824,16.86857,1.029309432,2819.65,0.79188,1.830504713,5.68E+00,53.27102804,36.44859813,10.28037383,0,0,0,0,-3.1477,-3.22
57.58626,58.80016,1.021079681,8182.39,0.9722,18.79911515,1.39E+00,58.06451613,36.29032258,5.64516129,0,0,0,0,-2.15676,-2.25158
29.36979,34.83073,1.185937319,8625.53,0.94728,10.12673384,2.59E+00,58.06451613,36.29032258,5.64516129,0,0,0,0,-2.51856,-2.52124
34.78989,61.79024,1.776097596,7928.75,0.96904,15.66375873,1.62E+00,58.06451613,36.29032258,5.64516129,0,0,0,0,-2.24716,-2.27833
9.13077,11.81009,1.29343856,4055.71,0.77248,1.56902253,8.04E+00,52.94117647,29.41176471,5.882352941,11.76470588,0,0,0,-3.38542,-3.38884
32.27992,32.46104,1.005610918,2184.63,0.80524,1.853440041,6.50E+00,46.42857143,35.71428571,10.71428571,7.142857143,0,0,0,-2.95357,-3.04206
33.17428,33.34795,1.00523508,2268.57,0.80972,1.982780575,4.60E+00,46.42857143,35.71428571,10.71428571,7.142857143,0,0,0,-2.83681,-3.0523
17.72866,18.66838,1.053005698,3654.75,0.80252,2.120241794,7.46E+00,53.93258427,40.4494382,2.247191011,3.370786517,0,0,0,-3.4776,-3.50399
19.03146,19.7827,1.039473587,3864.74,0.80582,2.203506162,7.23E+00,56.84210526,37.89473684,2.105263158,3.157894737,0,0,0,-3.42966,-3.38733
19.86472,20.47648,1.030796306,4030.38,0.81014,2.297734995,6.33E+00,54.54545455,40.4040404,2.02020202,3.03030303,0,0,0,-3.33379,-3.32097
22.77883,23.16767,1.017070236,3081.99,0.79838,2.044873601,6.53E+00,58.42696629,34.83146067,6.741573034,0,0,0,0,-3.01411,-2.97679
9.29724,10.99555,1.18266819,3913.65,0.735,1.43253631,1.19E+01,58.42696629,34.83146067,6.741573034,0,0,0,0,-3.87017,-3.86293
45.33846,45.47565,1.003025908,2644.67,0.8609,3.197578324,4.22E+00,60.71428571,35.71428571,3.571428571,0,0,0,0,-2.49704,-2.55396
40.78327,40.84634,1.001546467,2393.79,0.84706,2.588387002,5.82E+00,60.71428571,35.71428571,3.571428571,0,0,0,0,-2.71755,-2.70344
10.19245,10.60356,1.040334758,1317.68,0.60844,0.788350184,1.16E+01,40.6779661,43.05084746,12.20338983,4.06779661,0,0,0,-3.92588,-3.86478
20.62617,21.12233,1.024054878,1954.79,0.70888,1.315369043,5.36E+00,36.66666667,52.66666667,8.666666667,2,0,0,0,-2.79666,-2.99209
37.54258,37.69443,1.004044741,2199.76,0.82912,2.303475828,4.36E+00,53.7037037,35.18518519,9.259259259,1.851851852,0,0,0,-2.57604,-2.722
32.26922,32.57332,1.009423841,2492.7,0.81962,2.123444892,5.52E+00,46.25,41.25,6.25,3.75,0,2.5,0,-2.8147,-2.90371
10.5694,10.70721,1.013038583,1038.62,0.53938,0.578000242,6.59E+00,64,32,4,0,0,0,0,-2.96558,-3.03156
26.01336,26.78069,1.029497535,2800.08,0.76636,1.722137954,7.92E+00,59.25925926,37.03703704,3.703703704,0,0,0,0,-3.58394,-3.46583
19.62687,20.51404,1.045201808,2648.73,0.74618,1.554259957,8.12E+00,59.25925926,37.03703704,3.703703704,0,0,0,0,-3.7335,-3.71254
65.09992,65.36492,1.004070666,2554.65,0.8876,4.197702519,2.65E+00,56.52173913,36.95652174,4.347826087,2.173913043,0,0,0,-2.31234,-2.21135
63.83183,63.92987,1.001535911,2535.71,0.89006,4.245861756,2.58E+00,56.52173913,36.95652174,4.347826087,2.173913043,0,0,0,-2.17544,-2.31464
69.08951,69.17604,1.001252433,2690.91,0.89544,4.594238219,2.51E+00,59.52380952,35.71428571,4.761904762,0,0,0,0,-2.25224,-2.2192
88.77878,88.87488,1.001082466,2752.88,0.91698,5.86476841,2.09E+00,58.62068966,36.20689655,3.448275862,1.724137931,0,0,0,-2.11375,-2.11247
86.85432,86.92666,1.000832889,2745.83,0.91822,5.895700637,2.01E+00,58.62068966,36.20689655,3.448275862,1.724137931,0,0,0,-2.08604,-2.10533
65.28462,65.52875,1.003739472,2575.22,0.88734,4.240857214,2.66E+00,58.69565217,36.95652174,2.173913043,2.173913043,0,0,0,-2.21492,-2.10729
92.9226,92.98737,1.000697032,2894.37,0.9227,6.308455943,1.97E+00,61.11111111,35.18518519,3.703703704,0,0,0,0,-1.98238,-2.10158
69.64576,70.01071,1.005240089,2556.11,0.89374,4.438848742,2.72E+00,55.55555556,38.88888889,3.703703704,1.851851852,0,0,0,-2.19333,-2.28053
88.84774,88.91705,1.000780099,2764.15,0.91884,5.951190445,2.07E+00,58.62068966,36.20689655,3.448275862,1.724137931,0,0,0,-2.03496,-2.1808
89.0841,89.16157,1.000869628,2772.75,0.91656,5.922077922,2.12E+00,60.34482759,36.20689655,1.724137931,1.724137931,0,0,0,-2.07851,-2.13243
13.76993,16.22692,1.178431553,5628.11,0.82278,2.448560528,5.91E+00,56.14035088,36.84210526,7.01754386,0,0,0,0,-3.2738,-3.28296
15.30643,17.54754,1.146416245,6724.69,0.8655,3.417490602,4.70E+00,57.14285714,37.66233766,5.194805195,0,0,0,0,-3.05411,-3.14931
17.70921,19.75783,1.11568105,7495.49,0.88876,4.332033535,4.15E+00,58.7628866,37.11340206,4.12371134,0,0,0,0,-2.91754,-2.99423
16.3146,23.24811,1.424988048,6383.32,0.87826,4.034638001,4.10E+00,58.49056604,35.8490566,5.660377358,0,0,0,0,-2.98691,-2.9286
18.36098,21.19521,1.154361586,6095.51,0.87536,3.891872666,4.13E+00,55.46218487,39.49579832,5.042016807,0,0,0,0,-3.01815,-3.00571
5.33568,5.99299,1.123191421,1022.1,0.48364,0.48912208,1.16E+01,57.53424658,36.98630137,5.479452055,0,0,0,0,-3.27831,-3.41546
12.08621,12.31612,1.019022506,1710.97,0.63682,0.920335924,6.89E+00,57.89473684,36.84210526,5.263157895,0,0,0,0,-2.9522,-3.08967
12.21968,12.33694,1.009595996,1713.96,0.6399,0.924787157,6.90E+00,57.89473684,36.84210526,5.263157895,0,0,0,0,-2.9907,-3.02462
4.66098,6.4159,1.376513094,2471.53,0.63712,0.920135178,1.21E+01,57.89473684,36.84210526,5.263157895,0,0,0,0,-3.95396,-4.003
19.99471,20.25905,1.013220497,1625.92,0.68654,0.967584632,7.29E+00,57.89473684,21.05263158,5.263157895,15.78947368,0,0,0,-3.00159,-3.16304
21.51388,21.90868,1.018350944,2464.98,0.71986,1.294737846,8.08E+00,50,40,6,4,0,0,0,-3.08099,-3.26468
13.1102,13.53308,1.032255801,2037.76,0.67036,1.066195884,7.06E+00,54.54545455,38.18181818,3.636363636,3.636363636,0,0,0,-2.87079,-2.92659
21.04849,21.23902,1.009051956,2690.53,0.76982,1.732049967,5.48E+00,49.25373134,40.29850746,5.970149254,4.47761194,0,0,0,-2.92175,-3.0583
29.50029,29.68969,1.006420276,2195.73,0.78546,1.858698584,5.48E+00,57.14285714,38.0952381,4.761904762,0,0,0,0,-2.67727,-3.11955
27.72213,28.10356,1.013759044,2928.73,0.7738,1.943893867,4.79E+00,54.76190476,38.0952381,7.142857143,0,0,0,0,-3.01508,-3.3244
29.1248,29.33919,1.007361081,2277.74,0.7996,1.950177311,4.45E+00,55,35,10,0,0,0,0,-2.80887,-3.04122
12.86044,13.69014,1.064515678,4261.11,0.787,1.967657413,8.03E+00,56.75675676,37.83783784,5.405405405,0,0,0,0,-3.70091,-3.77765
5.81507,6.35429,1.092728033,3826.64,0.67928,1.105046795,1.06E+01,54.54545455,38.18181818,7.272727273,0,0,0,0,-3.79277,-3.85465
28.77403,28.98866,1.007459157,2297.63,0.79054,1.949394744,4.66E+00,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0,-2.72903,-2.95747
29.77135,29.99506,1.007514271,2545.01,0.80676,2.193886292,3.32E+00,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,-2.62913,-2.76959
15.53693,15.93193,1.025423298,1994.14,0.69574,1.145111542,6.90E+00,57.14285714,34.69387755,4.081632653,4.081632653,0,0,0,-2.90909,-2.98805
31.94155,32.17692,1.007368772,2585.62,0.82276,2.401349584,3.01E+00,57.14285714,28.57142857,4.761904762,0,0,9.523809524,0,-2.62226,-2.70441
30.53863,30.76527,1.00742142,2314.24,0.81408,2.096674496,3.02E+00,55,25,10,0,0,10,0,-2.74502,-2.80885
15.92886,16.3218,1.024668432,1877.78,0.70938,1.136380748,6.43E+00,59.57446809,27.65957447,4.255319149,0,0,8.510638298,0,-3.02678,-3.07066
37.783,37.89252,1.002898658,2471.82,0.82736,2.567280332,3.90E+00,57.69230769,38.46153846,3.846153846,0,0,0,0,-2.55615,-2.7566
32.85536,33.31782,1.014075633,3649.66,0.83178,2.586058948,5.59E+00,55.76923077,38.46153846,5.769230769,0,0,0,0,-2.99499,-3.08768
37.17707,37.36782,1.005130851,2678.56,0.842,2.779914622,3.28E+00,56,36,8,0,0,0,0,-2.86402,-3.00655
8.4033,8.62351,1.026205181,1990.02,0.63082,0.905356764,8.66E+00,53.42465753,38.35616438,8.219178082,0,0,0,0,-3.62384,-3.69347
10.3404,10.57561,1.022746702,1488.72,0.58478,0.72089153,9.15E+00,59.03614458,36.14457831,4.819277108,0,0,0,0,-3.02279,-3.0803
15.52839,15.91671,1.0250071,2198.79,0.70984,1.221797652,6.39E+00,54.54545455,36.36363636,9.090909091,0,0,0,0,-3.20677,-3.31935
25.18389,25.43249,1.00987139,2668.58,0.7789,1.999517384,3.85E+00,56.25,37.5,6.25,0,0,0,0,-2.8317,-2.79012
10.8741,11.69022,1.075051728,2498.6,0.69224,1.275959633,5.54E+00,55.10204082,36.73469388,8.163265306,0,0,0,0,-3.11482,-3.29493
9.85905,10.36256,1.051070844,1875.21,0.63124,0.865522125,7.00E+00,50,33.33333333,16.66666667,0,0,0,0,-3.19053,-3.264
12.85825,13.32285,1.036132444,2510.09,0.7119,1.271402114,6.80E+00,56.19047619,36.19047619,7.619047619,0,0,0,0,-3.58125,-3.63683
18.27934,18.58148,1.016529043,1954.19,0.71522,1.245554824,5.28E+00,55.55555556,33.33333333,11.11111111,0,0,0,0,-2.97655,-3.12518
17.06829,17.21984,1.008879038,1823.1,0.68836,1.034524217,8.29E+00,58.44748858,35.15981735,6.392694064,0,0,0,0,-3.2215,-3.32737
36.48456,36.62827,1.003938926,2418.56,0.82338,2.476137204,3.44E+00,56,36,8,0,0,0,0,-2.53869,-2.74273
16.3545,16.78595,1.026381118,2234.7,0.71856,1.333219535,5.50E+00,55.26315789,35.52631579,9.210526316,0,0,0,0,-3.01201,-3.16916
22.80756,23.05578,1.010883233,2194.5,0.75926,1.585325622,4.55E+00,53.33333333,33.33333333,13.33333333,0,0,0,0,-2.81173,-2.95414
17.52783,17.95706,1.024488485,2201.5,0.72652,1.356115699,6.00E+00,55.26315789,35.52631579,9.210526316,0,0,0,0,-3.02352,-3.15252
16.23343,16.34591,1.006928912,1962.57,0.66036,1.070516697,6.80E+00,59.33014354,36.84210526,3.827751196,0,0,0,0,-2.83007,-3.04151
15.30081,15.88117,1.037930018,2312.73,0.7194,1.345359408,6.12E+00,54.92957746,38.02816901,7.042253521,0,0,0,0,-3.11892,-3.2638
11.95199,12.39965,1.037454851,1641.76,0.63228,0.900892942,6.16E+00,55,35,5,5,0,0,0,-3.09515,-3.13284
14.55538,14.96674,1.028261715,1821.78,0.64492,0.996073901,6.31E+00,46.66666667,40,6.666666667,6.666666667,0,0,0,-2.92877,-3.09301
11.04699,11.51339,1.042219645,1474.37,0.61704,0.764421165,7.19E+00,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,-3.10158,-3.33174
16.38902,16.70831,1.019481946,1754.44,0.67796,1.026108277,6.13E+00,50,33.33333333,8.333333333,8.333333333,0,0,0,-2.99917,-3.09868
23.80875,24.04419,1.009888801,1955,0.74564,1.463810139,5.25E+00,52.94117647,35.29411765,5.882352941,5.882352941,0,0,0,-2.86231,-3.00105
9.30235,9.70987,1.043808285,1067.16,0.54254,0.502686977,9.45E+00,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,-3.03621,-3.10725
13.98106,14.42788,1.03195895,1778.65,0.64238,0.948319132,6.87E+00,46.66666667,40,6.666666667,6.666666667,0,0,0,-3.02702,-3.1072
12.82785,12.97573,1.011528043,2617.06,0.71072,1.292189989,7.63E+00,57.14285714,38.0952381,4.761904762,0,0,0,0,-3.77899,-3.73204
12.96272,13.11094,1.011434329,2630.41,0.71894,1.313034092,7.41E+00,51.2195122,36.58536585,12.19512195,0,0,0,0,-3.72163,-3.81528
12.5052,12.90815,1.032222595,3838.21,0.75032,1.501543929,1.01E+01,53.84615385,33.33333333,12.82051282,0,0,0,0,-3.57771,-3.60757
8.45095,8.99807,1.06474065,577.95,0.4588,0.446603265,9.11E+00,58.69565217,34.7826087,6.52173913,0,0,0,0,-3.18714,-3.1607
10.09825,10.71078,1.060657045,2186.33,0.6733,1.037071494,8.67E+00,53.33333333,37.77777778,4.444444444,4.444444444,0,0,0,-3.41461,-3.43222
11.67289,11.91309,1.020577595,1418.1,0.60066,0.717355865,7.16E+00,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,-3.13806,-3.16237
27.35824,27.67435,1.011554471,2365.34,0.75386,1.543899747,7.69E+00,53.84615385,35.8974359,5.128205128,5.128205128,0,0,0,-2.98059,-3.29269
18.34351,18.48584,1.007759148,2484.4,0.76076,1.55780119,6.62E+00,57.14285714,34.69387755,4.081632653,4.081632653,0,0,0,-3.0944,-3.20942
20.91812,21.1741,1.012237237,1606.51,0.6507,0.933914129,7.05E+00,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0,-3.02818,-3.09676
20.22806,20.35736,1.006392111,2196.81,0.7403,1.446946909,6.34E+00,57.62711864,35.59322034,3.389830508,3.389830508,0,0,0,-2.87622,-3.03112
20.27166,20.57048,1.014740776,3381.47,0.81798,2.221709183,9.63E+00,59.57446809,31.91489362,4.255319149,4.255319149,0,0,0,-3.37528,-3.5304
10.81386,11.16847,1.032792176,2207.02,0.666,1.07006001,7.79E+00,57.14285714,38.0952381,4.761904762,0,0,0,0,-3.24784,-3.26856
11.16511,11.60275,1.039197106,1553.08,0.6097,0.776956121,7.10E+00,55.55555556,33.33333333,11.11111111,0,0,0,0,-3.14605,-3.30736
25.61195,25.94027,1.012819016,2604.47,0.76608,1.683078262,6.77E+00,56.75675676,37.83783784,5.405405405,0,0,0,0,-3.02384,-3.15947
21.72425,21.99674,1.012543126,1843.01,0.6698,1.064671904,6.99E+00,57.14285714,37.14285714,5.714285714,0,0,0,0,-2.94496,-3.00342
20.07457,20.2394,1.008210886,2394.52,0.74948,1.564166994,5.93E+00,59.64912281,36.84210526,3.50877193,0,0,0,0,-2.88576,-2.98098
20.16872,20.54683,1.018747347,3700.16,0.82606,2.420433302,1.33E+01,59.57446809,36.17021277,4.255319149,0,0,0,0,-3.46002,-3.45873
20.40989,20.68851,1.013651225,2050.71,0.73378,1.318614572,7.30E+00,57.14285714,28.57142857,7.142857143,7.142857143,0,0,0,-3.13306,-3.21462
16.27366,22.3647,1.374288267,6937.56,0.86956,3.532700105,6.50E+00,59.63302752,36.69724771,3.669724771,0,0,0,0,-3.23581,-3.25986
20.90022,25.40356,1.215468545,6658.58,0.88148,3.952523799,6.93E+00,59.68992248,37.20930233,3.100775194,0,0,0,0,-3.24377,-3.21424
13.56517,13.92338,1.026406599,2199.39,0.7154,1.237765517,7.15E+00,56.12244898,32.65306122,6.12244898,1.020408163,0,0,4.081632653,-3.48824,-3.53161
6.30676,7.94913,1.260414222,2419.34,0.6424,0.888022615,1.17E+01,56.12244898,32.65306122,6.12244898,1.020408163,0,0,4.081632653,-4.01198,-3.87823
36.72203,36.88683,1.004487769,2219.96,0.76406,1.701514541,6.25E+00,61.01694915,35.59322034,3.389830508,0,0,0,0,-2.77365,-3.02193
27.79588,27.99377,1.0071194,1898.65,0.76934,1.571550551,4.77E+00,57.89473684,26.31578947,10.52631579,5.263157895,0,0,0,-2.75167,-3.09534
27.48123,27.73623,1.009279061,2395.36,0.78436,1.907986757,4.91E+00,52,40,4,4,0,0,0,-2.74603,-3.03846
25.72563,26.05467,1.012790357,1987.42,0.71832,1.208558435,7.56E+00,56.81818182,27.27272727,6.818181818,9.090909091,0,0,0,-3.1377,-3.19965
12.82315,13.24089,1.032577019,1941.69,0.64042,0.926056603,7.79E+00,57.62711864,35.59322034,3.389830508,3.389830508,0,0,0,-3.26352,-3.31163
14.28146,14.41124,1.009087306,1729.58,0.65622,0.923330191,7.56E+00,64.1509434,28.30188679,3.773584906,3.773584906,0,0,0,-3.36702,-3.46132
26.60232,26.75592,1.005773932,1735.35,0.73154,1.322402791,5.95E+00,60,32,4,4,0,0,0,-2.76585,-2.79567
28.45165,28.64163,1.006677293,2285.3,0.78684,1.933177567,4.21E+00,52.17391304,39.13043478,8.695652174,0,0,0,0,-2.6767,-2.96451
26.46596,26.60218,1.005146989,2283.9,0.76906,1.706091536,4.57E+00,50,37.5,8.333333333,4.166666667,0,0,0,-2.69623,-3.00754
28.496,28.72074,1.007886721,2365.76,0.78766,2.001031433,4.98E+00,54.16666667,41.66666667,4.166666667,0,0,0,0,-2.62402,-2.80668
11.27749,11.88139,1.05354915,2293.88,0.70412,1.262359241,9.21E+00,52,40,4,4,0,0,0,-3.8848,-3.90555
11.7173,12.12669,1.034938936,1786.5,0.61896,0.836517215,8.80E+00,58.33333333,38.88888889,2.777777778,0,0,0,0,-3.14816,-3.15518
9.5463,10.04018,1.051735227,1383.64,0.57192,0.698583704,8.05E+00,57.69230769,38.46153846,3.846153846,0,0,0,0,-3.17193,-3.36595
10.64072,10.81544,1.016419942,505.44,0.51012,0.452218006,1.09E+01,54.16666667,25,4.166666667,16.66666667,0,0,0,-3.69781,-3.85197
23.13422,23.19929,1.002812716,1901.13,0.75708,1.332197771,6.20E+00,43.75,31.25,12.5,6.25,0,0,6.25,-2.9577,-2.88987
31.68303,31.88818,1.006475075,2119.64,0.80926,1.871658001,5.34E+00,47.61904762,33.33333333,9.523809524,4.761904762,0,0,4.761904762,-2.89416,-2.9267
7.35721,13.96326,1.897901514,7250.56,0.8292,2.477139042,5.64E+00,58.62068966,35.86206897,2.75862069,2.75862069,0,0,0,-3.25852,-3.24909
6.19033,13.14969,2.124230857,6401.63,0.80724,2.143050563,6.20E+00,58.62068966,35.86206897,2.75862069,2.75862069,0,0,0,-3.36751,-3.32665
13.7004,13.87013,1.012388689,1947.19,0.66186,1.039211037,6.84E+00,59.83263598,36.82008368,3.347280335,0,0,0,0,-3.33016,-3.41861
16.7608,17.06886,1.018379791,1615.93,0.68248,1.016045806,6.01E+00,54.16666667,29.16666667,12.5,0,0,0,4.166666667,-2.85508,-2.99091
16.08173,16.39922,1.019742279,1696.84,0.67416,0.999968851,6.58E+00,56,32,8,0,0,0,4,-2.83972,-2.93264
13.35914,13.87825,1.03885804,1861.59,0.67646,1.002547644,6.74E+00,53.73134328,31.34328358,10.44776119,0,0,0,4.47761194,-2.93392,-3.01771
18.16138,18.57656,1.022860598,1372.98,0.65332,0.891975064,5.92E+00,55.38461538,29.23076923,6.153846154,9.230769231,0,0,0,-2.94172,-3.01014
8.73344,8.99338,1.029763759,2803.56,0.68478,1.139841004,6.94E+00,36.06557377,49.18032787,8.196721311,6.557377049,0,0,0,-3.0373,-3.05766
16.09055,16.41102,1.019916659,2153.92,0.6983,1.158748359,6.19E+00,61.9047619,28.57142857,4.761904762,0,0,4.761904762,0,-2.9623,-3.02647
13.32141,13.58094,1.019482172,2191.65,0.66656,1.043443413,7.89E+00,56,36,4,4,0,0,0,-3.10427,-3.17091
15.89514,16.21864,1.020352133,2320.29,0.7077,1.292701906,5.88E+00,61.9047619,33.33333333,4.761904762,0,0,0,0,-3.01032,-3.12775
27.14113,34.56119,1.273388028,7623.71,0.90746,5.158807311,3.95E+00,57.63546798,38.42364532,3.9408867,0,0,0,0,-2.88992,-2.83816
10.50966,10.88225,1.035452146,1206.27,0.56424,0.556850593,1.17E+01,49.25373134,44.7761194,4.47761194,0,1.492537313,0,0,-2.92173,-3.05141
10.09373,10.41161,1.031492818,1014.58,0.53916,0.475714021,1.28E+01,47.14285714,42.85714286,4.285714286,4.285714286,1.428571429,0,0,-2.94188,-3.09404
37.95505,38.11392,1.004185741,2435.95,0.82336,2.506056954,3.60E+00,57.69230769,38.46153846,3.846153846,0,0,0,0,-2.62296,-2.66047
9.61963,10.0463,1.044354097,1622.08,0.61524,0.837466855,7.99E+00,41.97530864,46.91358025,6.172839506,4.938271605,0,0,0,-3.25172,-3.2497
21.06316,21.25379,1.009050399,1871.26,0.70646,1.315543472,5.43E+00,50,45.45454545,4.545454545,0,0,0,0,-2.82295,-2.8727
6.90821,7.50828,1.086863312,2898.64,0.68318,1.176298408,1.36E+01,50,45.45454545,4.545454545,0,0,0,0,-4.0384,-4.04823
21.43706,21.62341,1.00869289,1706.24,0.68186,1.194462303,5.61E+00,48,48,4,0,0,0,0,-2.74674,-2.84441
6.90329,7.61107,1.102527925,3829.04,0.66886,1.11883737,1.39E+01,48,48,4,0,0,0,0,-3.98933,-3.98636
13.84041,14.01935,1.012928808,1322.31,0.56484,0.722071872,7.42E+00,45,50,5,0,0,0,0,-2.63718,-2.91055
20.93484,21.11561,1.008634888,2301.93,0.73706,1.512429848,5.56E+00,52.63157895,42.10526316,5.263157895,0,0,0,0,-2.92243,-2.9635
7.02218,7.84748,1.117527605,5130.71,0.7263,1.428416902,1.19E+01,52.63157895,42.10526316,5.263157895,0,0,0,0,-3.94853,-3.89835
13.87892,14.30516,1.030711323,2072.33,0.66978,1.088690801,7.40E+00,50,42.85714286,7.142857143,0,0,0,0,-3.15808,-3.29559
4.74494,5.72297,1.206120625,1799.94,0.63174,0.916863443,1.41E+01,50,42.85714286,7.142857143,0,0,0,0,-4.29561,-4.26595
21.48188,21.67546,1.009011316,2014.18,0.71356,1.367932305,4.94E+00,50,45.45454545,4.545454545,0,0,0,0,-2.80238,-2.80974
6.98333,7.55824,1.082326054,4565.5,0.6992,1.269707524,1.28E+01,50,45.45454545,4.545454545,0,0,0,0,-3.92517,-3.92382
